 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, FwdHeaderLength, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
88,537,7,5,484,420,233,0,69.14285714,111.9678951,207,0,84,112.3098393,1683426.443,22346.36872,48.81818182,108.4811672,363,0,537,89.5,187.4222505,469,1,504,126,185.2475821,395,3,0,0,0,0,164,124,13035.38175,9310.986965,0,233,69.53846154,104.7048354,10963.10256,0,0,0,1,0,0,0,0,0,75.33333333,69.14285714,84,164,0,0,0,0,0,0,7,484,5,420,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
88,769,9,4,656,3064,313,0,72.88888889,136.1538142,1532,0,766,884.5006124,4837451.235,16905.07152,64.08333333,175.1339531,618,1,769,96.125,224.2966387,648,1,709,236.3333333,402.4143801,701,3,0,0,0,0,204,104,11703.51105,5201.560468,0,1532,265.7142857,547.8425417,300131.4505,0,0,0,1,0,0,0,0,0,286.1538462,72.88888889,766,204,0,0,0,0,0,0,9,656,4,3064,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
88,829,9,4,656,3064,313,0,72.88888889,136.1538142,1532,0,766,884.5006124,4487334.138,15681.54403,69.08333333,184.3363814,651,1,829,103.625,246.2449057,710,1,687,229,390.5777771,680,3,0,0,0,0,204,104,10856.45356,4825.09047,0,1532,265.7142857,547.8425417,300131.4505,0,0,0,1,0,0,0,0,0,286.1538462,72.88888889,766,204,0,0,0,0,0,0,9,656,4,3064,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
88,1029,9,7,3206,3124,1588,0,356.2222222,698.3569606,1553,0,446.2857143,756.0345482,6151603.499,15549.07677,68.6,177.8196518,707,1,1029,128.625,268.7590198,790,2,1016,169.3333333,264.3472464,707,48,0,0,0,0,204,164,8746.355685,6802.721088,0,1588,372.3529412,685.12772,469399.9926,0,0,0,1,0,0,0,0,0,395.625,356.2222222,446.2857143,204,0,0,0,0,0,0,9,3206,7,3124,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
49420,1093,6,9,3098,3180,1543,0,516.3333333,795.2571073,1575,0,353.3333333,692.6245375,5743824.337,13723.69625,78.07142857,203.2590103,781,0,1023,204.6,322.8324643,781,49,1093,136.625,322.2793542,932,1,0,0,0,0,144,204,5489.4785,8234.217749,0,1575,392.375,695.6948445,483991.3167,0,0,0,1,1,0,0,0,1,418.5333333,516.3333333,353.3333333,144,0,0,0,0,0,0,6,3098,9,3180,8192,256,4,20,0,0,0,0,0,0,0,0,BENIGN
88,481,7,4,2780,2820,1381,0,397.1428571,672.1077365,1410,0,705,814.0638796,11600000,22869.02287,48.1,83.99265841,280,1,481,80.16666667,141.1331523,363,1,427,142.3333333,204.5246521,377,2,0,0,0,0,164,104,14553.01455,8316.008316,0,1410,466.6666667,686.049075,470663.3333,0,0,0,1,0,0,0,0,0,509.0909091,397.1428571,705,164,0,0,0,0,0,0,7,2780,4,2820,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
135,23054556,25,14,1858,1864,156,0,74.32,74.32514155,240,0,133.1428571,71.23402076,161.4431438,1.691639605,606698.8421,2153582.355,10500000,1,23100000,960606.5,2665755.452,10500000,1,12500000,962758.8462,2324736.728,6376027,3,0,0,0,0,524,304,1.084384362,0.607255243,0,240,93.05,78.19762932,6114.869231,0,0,0,1,0,0,0,0,0,95.43589744,74.32,133.1428571,524,0,0,0,0,0,0,25,1858,14,1864,8192,2050,23,20,113305,88897.46453,176165,50445,6144562.5,256008.7172,6325588,5963537,BENIGN
49666,53044563,49,46,16804,7402,1749,0,342.9387755,526.9922283,300,0,160.9130435,97.47291956,456.3332909,1.790946982,564303.8617,4249604.166,40400000,1,53000000,1105095.063,5926524.658,40400000,1,12600000,279095.7111,1291417.637,6373540,1,0,0,0,0,1004,944,0.923751601,0.867195381,0,1749,252.1458333,392.1401731,153773.9154,0,0,0,1,0,0,0,0,0,254.8,342.9387755,160.9130435,1004,0,0,0,0,0,0,49,16804,46,7402,8192,2053,47,20,117166.5,73067.46502,168833,65500,6137152.5,244709.1509,6310188,5964117,BENIGN
445,116933759,206,190,42416,54982,3085,0,205.9029126,365.4601514,3254,0,289.3789474,466.6786207,832.9331139,3.386532712,296034.8329,2702330.49,30000000,0,117000000,570408.3805,3734537.584,30000000,0,117000000,618697.0423,3890334.081,30000000,1,0,0,0,0,4144,3896,1.761681158,1.624851554,0,3254,245.3350126,418.3034833,174977.8041,0,0,0,1,0,0,0,0,0,245.9545455,205.9029126,289.3789474,4144,0,0,0,0,0,0,206,42416,190,54982,8192,2047,204,20,404153.3333,890020.3235,2219566,36,19100000,12000000,30000000,5323604,BENIGN
137,15782105,14,14,808,820,68,50,57.71428571,9.243946638,62,56,58.57142857,3.081315546,103.1548073,1.774161305,584522.4074,2232151.385,10600000,0,15800000,1214003.462,3157230.402,10600000,1,15800000,1213995.615,3157215.547,10600000,1,0,0,0,0,280,280,0.887080652,0.887080652,50,68,58.48275862,6.900417636,47.61576355,0,0,0,0,0,0,0,0,1,60.57142857,57.71428571,58.57142857,280,0,0,0,0,0,0,14,808,14,820,-1,-1,13,20,213.5,17.67766953,226,201,7890698.5,3774088.399,10600000,5222015,BENIGN
389,159,2,2,412,326,206,206,206,0,163,163,163,0,4641509.434,25157.2327,53,87.46999486,154,2,2,2,0,2,2,3,3,0,3,3,0,0,0,0,40,40,12578.61635,12578.61635,163,206,188.8,23.55206997,554.7,0,0,0,0,0,0,0,0,1,236,206,163,40,0,0,0,0,0,0,2,412,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
389,162,2,2,496,350,248,248,248,0,175,175,175,0,5222222.222,24691.35802,54,85.73797292,153,4,4,4,0,4,4,5,5,0,5,5,0,0,0,0,40,40,12345.67901,12345.67901,175,248,218.8,39.9837467,1598.7,0,0,0,0,0,0,0,0,1,273.5,248,175,40,0,0,0,0,0,0,2,496,2,350,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,179,2,2,162,262,81,81,81,0,131,131,131,0,2368715.084,22346.36872,59.66666667,97.28480525,172,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,11173.18436,11173.18436,81,131,101,27.38612788,750,0,0,0,0,0,0,0,0,1,126.25,81,131,40,0,0,0,0,0,0,2,162,2,262,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,188,2,2,100,200,50,50,50,0,100,100,100,0,1595744.681,21276.59574,62.66666667,102.4808925,181,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,10638.29787,10638.29787,50,100,70,27.38612788,750,0,0,0,0,0,0,0,0,1,87.5,50,100,40,0,0,0,0,0,0,2,100,2,200,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
389,130,2,2,414,326,207,207,207,0,163,163,163,0,5692307.692,30769.23077,43.33333333,68.12733176,122,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,15384.61538,15384.61538,163,207,189.4,24.09979253,580.8,0,0,0,0,0,0,0,0,1,236.75,207,163,40,0,0,0,0,0,0,2,414,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
88,197,1,4,6,24,6,6,6,0,6,6,6,0,152284.264,25380.71066,49.25,89.95693414,184,1,0,0,0,0,0,186,62,105.6550993,184,1,0,0,0,0,20,80,5076.142132,20304.56853,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,251,0,0,20,0,0,0,0,0,0,0,0,BENIGN
88,74,1,4,6,24,6,6,6,0,6,6,6,0,405405.4054,67567.56757,18.5,33.6798654,69,1,0,0,0,0,0,71,23.66666667,39.2598183,69,1,0,0,0,0,20,80,13513.51351,54054.05405,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0,BENIGN
88,31,1,4,6,24,6,6,6,0,6,6,6,0,967741.9355,161290.3226,7.75,13.52466882,28,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,20,80,32258.06452,129032.2581,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0,BENIGN
88,48,1,3,6,18,6,6,6,0,6,6,6,0,500000,83333.33333,16,25.11971337,45,1,0,0,0,0,0,3,1.5,0.707106781,2,1,0,0,0,0,20,60,20833.33333,62500,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,255,0,0,20,0,0,0,0,0,0,0,0,BENIGN
88,61,1,3,6,18,6,6,6,0,6,6,6,0,393442.623,65573.77049,20.33333333,33.48631561,59,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,20,60,16393.44262,49180.32787,6,6,6,0,0,0,0,0,0,1,1,0,0,3,7.5,6,6,20,0,0,0,0,0,0,1,6,3,18,256,0,0,20,0,0,0,0,0,0,0,0,BENIGN
88,73,1,4,6,24,6,6,6,0,6,6,6,0,410958.9041,68493.15068,18.25,33.83661725,69,1,0,0,0,0,0,71,23.66666667,39.2598183,69,1,0,0,0,0,20,80,13698.63014,54794.52055,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0,BENIGN
53,140,2,2,64,96,32,32,32,0,48,48,48,0,1142857.143,28571.42857,46.66666667,74.76853171,133,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,14285.71429,14285.71429,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
88,998,9,6,3206,3118,1588,0,356.2222222,698.3569606,1553,0,519.6666667,800.4210559,6336673.347,15030.06012,71.28571429,183.3095023,700,0,998,124.75,286.808921,820,0,871,174.2,297.3267563,700,4,0,0,0,0,204,144,9018.036072,6012.024048,0,1588,395.25,700.8469638,491186.4667,0,0,0,1,0,0,0,0,0,421.6,356.2222222,519.6666667,204,0,0,0,0,0,0,9,3206,6,3118,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
389,4149,13,11,4160,5712,1672,0,320,612.9740343,2634,0,519.2727273,870.0626519,2379368.523,5784.526392,180.3913043,476.9045778,2132,1,4149,345.75,700.5726392,2132,1,4084,408.4,709.9181799,2195,1,0,0,0,0,284,244,3133.285129,2651.241263,0,2634,394.88,721.0515076,519915.2767,0,0,0,1,0,0,0,0,0,411.3333333,320,519.2727273,284,0,0,0,0,0,0,13,4160,11,5712,8192,0,11,20,0,0,0,0,0,0,0,0,BENIGN
49671,22934060,21,14,3056,2080,760,0,145.5238095,217.7123375,680,0,148.5714286,228.1530236,223.9463924,1.526114434,674531.1765,3876711.342,22600000,1,22900000,1146703,5053006.618,22600000,1,268137,20625.92308,73906.46602,266601,1,0,0,0,0,444,304,0.91566866,0.610445774,0,760,142.6666667,216.8400332,47019.6,0,0,0,1,0,0,0,0,0,146.7428571,145.5238095,148.5714286,444,0,0,0,0,0,0,21,3056,14,2080,8192,2047,19,20,0,0,0,0,0,0,0,0,BENIGN
0,95328884,6,0,0,0,0,0,0,0,0,0,0,0,0,0.06294,19100000,42300000,94800000,70,95300000,19100000,42300000,94800000,70,0,0,0,0,0,0,0,0,0,0,0,0.06294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,0,0,317582,0,317582,317582,94800000,0,94800000,94800000,BENIGN
389,47,1,2,6,12,6,6,6,0,6,6,6,0,382978.7234,63829.78723,23.5,31.81980515,46,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,20,40,21276.59574,42553.19149,6,6,6,0,0,0,0,0,0,1,1,0,0,2,8,6,6,20,0,0,0,0,0,0,1,6,2,12,255,0,0,20,0,0,0,0,0,0,0,0,BENIGN
5355,422485,24,0,672,0,28,28,28,0,0,0,0,0,1590.589015,56.80675054,18368.91304,88078.08135,422411,1,422485,18368.91304,88078.08135,422411,1,0,0,0,0,0,0,0,0,0,480,0,56.80675054,0,28,28,28,0,0,0,0,0,0,0,0,0,0,0,29.16666667,28,0,480,0,0,0,0,0,0,24,672,0,0,-1,-1,23,20,0,0,0,0,0,0,0,0,BENIGN
88,92,1,4,6,24,6,6,6,0,6,6,6,0,326086.9565,54347.82609,23,33.10589071,71,1,0,0,0,0,0,73,24.33333333,40.41451884,71,1,0,0,0,0,20,80,10869.56522,43478.26087,6,6,6,0,0,0,0,0,0,1,1,0,0,4,7.2,6,6,20,0,0,0,0,0,0,1,6,4,24,256,0,0,20,0,0,0,0,0,0,0,0,BENIGN
88,529,7,4,484,414,233,0,69.14285714,111.9678951,207,0,103.5,119.5115057,1697542.533,20793.95085,52.9,105.8494213,349,1,529,88.16666667,152.7709615,393,1,449,149.6666667,253.1685868,442,3,0,0,0,0,164,104,13232.51418,7561.436673,0,233,74.83333333,107.5274454,11562.15152,0,0,0,1,0,0,0,0,0,81.63636364,69.14285714,103.5,164,0,0,0,0,0,0,7,484,4,414,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
88,849,9,4,656,3064,313,0,72.88888889,136.1538142,1532,0,766,884.5006124,4381625.442,15312.13192,70.75,175.0299325,623,1,849,106.125,242.5009205,701,1,798,266,378.4560741,703,46,0,0,0,0,204,104,10600.70671,4711.425206,0,1532,265.7142857,547.8425417,300131.4505,0,0,0,1,0,0,0,0,0,286.1538462,72.88888889,766,204,0,0,0,0,0,0,9,656,4,3064,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
88,1090,9,6,3180,3098,1575,0,353.3333333,692.6245375,1543,0,516.3333333,795.2571073,5759633.028,13761.46789,77.85714286,200.2785972,770,1,1090,136.25,293.0049975,858,1,1033,206.6,316.33732,770,48,0,0,0,0,204,144,8256.880734,5504.587156,0,1575,392.375,695.6948445,483991.3167,0,0,0,1,0,0,0,0,0,418.5333333,353.3333333,516.3333333,204,0,0,0,0,0,0,9,3180,6,3098,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
88,519,7,5,2780,2826,1381,0,397.1428571,672.1077365,1410,0,565.2,771.197251,10800000,23121.38728,47.18181818,90.15965637,306,1,519,86.5,156.4106774,401,1,480,120,181.258563,385,3,0,0,0,0,164,124,13487.47592,9633.911368,0,1410,431.2307692,669.1528418,447765.5256,0,0,0,1,0,0,0,0,0,467.1666667,397.1428571,565.2,164,0,0,0,0,0,0,7,2780,5,2826,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
88,969,9,6,3206,3118,1588,0,356.2222222,698.3569606,1553,0,519.6666667,800.4210559,6526315.789,15479.87616,69.21428571,177.4100763,677,1,969,121.125,276.4517201,790,1,860,172,285.973775,677,3,0,0,0,0,204,144,9287.925697,6191.950464,0,1588,395.25,700.8469638,491186.4667,0,0,0,1,0,0,0,0,0,421.6,356.2222222,519.6666667,204,0,0,0,0,0,0,9,3206,6,3118,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
88,506,7,4,484,414,233,0,69.14285714,111.9678951,207,0,103.5,119.5115057,1774703.557,21739.13043,50.6,92.58293579,304,1,506,84.33333333,140.3034806,361,1,420,140,200.3971058,370,3,0,0,0,0,164,104,13833.99209,7905.13834,0,233,74.83333333,107.5274454,11562.15152,0,0,0,1,0,0,0,0,0,81.63636364,69.14285714,103.5,164,0,0,0,0,0,0,7,484,4,414,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
49168,9,1,1,6,6,6,6,6,0,6,6,6,0,1333333.333,222222.2222,9,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,111111.1111,111111.1111,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,2053,255,0,20,0,0,0,0,0,0,0,0,BENIGN
88,840,9,4,656,3064,313,0,72.88888889,136.1538142,1532,0,766,884.5006124,4428571.429,15476.19048,70,184.3105088,652,1,840,105,230.9755708,673,1,771,257,400.6544646,719,5,0,0,0,0,204,104,10714.28571,4761.904762,0,1532,265.7142857,547.8425417,300131.4505,0,0,0,1,0,0,0,0,0,286.1538462,72.88888889,766,204,0,0,0,0,0,0,9,656,4,3064,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
88,991,9,9,3206,3136,1588,0,356.2222222,698.3569606,1553,0,348.4444444,682.9235153,6399596.367,18163.47124,58.29411765,153.791159,651,1,991,123.875,243.3459839,723,1,912,114,220.1629267,651,1,0,0,0,0,204,204,9081.735621,9081.735621,0,1588,333.7894737,656.1915861,430587.3977,0,0,0,1,0,0,0,0,1,352.3333333,356.2222222,348.4444444,204,0,0,0,0,0,0,9,3206,9,3136,8192,0,7,20,0,0,0,0,0,0,0,0,BENIGN
88,1025,9,7,3158,3064,1564,0,350.8888889,687.7740262,1523,0,437.7142857,741.3961411,6070243.902,15609.7561,68.33333333,178.3930919,709,0,1025,128.125,261.5593008,770,1,993,165.5,268.8611166,709,5,0,0,0,0,204,164,8780.487805,6829.268293,0,1564,366,673.344544,453392.875,0,0,0,1,0,0,0,0,0,388.875,350.8888889,437.7142857,204,0,0,0,0,0,0,9,3158,7,3064,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
88,1134,9,6,3180,3098,1575,0,353.3333333,692.6245375,1543,0,516.3333333,795.2571073,5536155.203,13227.51323,81,197.163345,762,1,1134,141.75,294.0003644,867,1,1039,207.8,311.9185791,762,48,0,0,0,0,204,144,7936.507937,5291.005291,0,1575,392.375,695.6948445,483991.3167,0,0,0,1,0,0,0,0,0,418.5333333,353.3333333,516.3333333,204,0,0,0,0,0,0,9,3180,6,3098,8192,2053,7,20,0,0,0,0,0,0,0,0,BENIGN
88,477,7,4,2780,2820,1381,0,397.1428571,672.1077365,1410,0,705,814.0638796,11700000,23060.79665,47.7,98.22881451,323,1,477,79.5,139.5302835,359,1,412,137.3333333,231.8066723,405,3,0,0,0,0,164,104,14675.05241,8385.744235,0,1410,466.6666667,686.049075,470663.3333,0,0,0,1,0,0,0,0,0,509.0909091,397.1428571,705,164,0,0,0,0,0,0,7,2780,4,2820,8192,2053,5,20,0,0,0,0,0,0,0,0,BENIGN
49175,142,1,1,6,6,6,6,6,0,6,6,6,0,84507.04225,14084.50704,142,0,142,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7042.253521,7042.253521,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,2053,251,0,20,0,0,0,0,0,0,0,0,BENIGN
389,1476784,21,13,5760,9244,1660,0,274.2857143,497.8572228,2634,0,711.0769231,800.3430995,10159.91506,23.02300133,44751.0303,224472.2722,1291518,1,1476784,73839.2,287413.7636,1291518,1,125383,10448.58333,33519.06799,116718,3,0,0,0,0,444,284,14.22008906,8.802912274,0,2634,428.6857143,649.997863,422497.2218,0,0,0,1,0,0,0,0,0,441.2941176,274.2857143,711.0769231,444,0,0,0,0,0,0,21,5760,13,9244,8192,2050,19,20,0,0,0,0,0,0,0,0,BENIGN
135,18866691,19,10,1382,1440,168,0,72.73684211,81.76717768,268,0,144,93.06628462,149.5757788,1.537100491,673810.3929,3039817.091,16000000,3,18900000,1048149.5,3776324.714,16000000,3,2836025,315113.8889,890532.4571,2686251,3,0,0,0,0,404,224,1.007065839,0.530034652,0,268,94.06666667,91.10885242,8300.822989,0,0,0,1,0,0,0,0,0,97.31034483,72.73684211,144,404,0,0,0,0,0,0,19,1382,10,1440,8192,2051,17,20,0,0,0,0,0,0,0,0,BENIGN
49671,18865342,19,14,3676,2672,920,0,193.4736842,271.441086,952,0,190.8571429,324.9593719,336.4900567,1.749239425,589541.9375,3324918.009,18800000,1,18900000,1048074.556,4432879.457,18800000,1,3327,255.9230769,498.2618892,1829,3,0,0,0,0,404,304,1.007137851,0.742101574,0,952,186.7058824,287.8866075,82878.69875,0,0,0,1,0,0,0,0,0,192.3636364,193.4736842,190.8571429,404,0,0,0,0,0,0,19,3676,14,2672,8192,2053,17,20,0,0,0,0,0,0,0,0,BENIGN
49666,48686580,27,22,7174,4382,1793,0,265.7037037,453.3683182,348,0,199.1818182,132.3421383,237.3549344,1.006437503,1014303.75,6634255.335,45900000,3,48700000,1872560.769,9004091.504,45900000,3,2687930,127996.6667,579122.7472,2655353,3,0,0,0,0,564,464,0.554567604,0.451869899,0,1793,231.12,344.6402229,118776.8833,0,0,0,1,0,0,0,0,0,235.8367347,265.7037037,199.1818182,564,0,0,0,0,0,0,27,7174,22,4382,8192,2052,25,20,0,0,0,0,0,0,0,0,BENIGN
445,106176490,124,115,34316,46162,3072,0,276.7419355,456.6605875,3254,0,401.4086957,539.8608803,757.9644044,2.250969118,446119.7059,3421781.895,30000000,1,106000000,863223.1382,4731005.772,30000000,1,106000000,931372.6228,4913672.074,30000000,1,0,0,0,0,2504,2396,1.167866822,1.083102295,0,3254,335.325,500.6931457,250693.6262,0,0,0,1,0,0,0,0,0,336.7280335,276.7419355,401.4086957,2504,0,0,0,0,0,0,124,34316,115,46162,8192,2053,122,20,215205,425384.8195,974787,43,21000000,12400000,30000000,5349458,BENIGN
137,4804730,360,0,20592,0,68,50,57.2,8.830436097,0,0,0,0,4285.776724,74.92616651,13383.64903,89983.36974,846444,1,4804730,13383.64903,89983.36974,846444,1,0,0,0,0,0,0,0,0,0,8064,0,74.92616651,0,50,68,57.2299169,8.836464366,78.08310249,0,0,0,0,0,0,0,0,0,57.38888889,57.2,0,8064,0,0,0,0,0,0,360,20592,0,0,-1,-1,359,20,0,0,0,0,0,0,0,0,BENIGN
53,148,2,2,64,96,32,32,32,0,48,48,48,0,1081081.081,27027.02703,49.33333333,79.38723659,141,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,13513.51351,13513.51351,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,23351,1,1,45,61,45,45,45,0,61,61,61,0,4539.420153,85.64943685,23351,0,23351,23351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42.82471843,42.82471843,45,61,50.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,75.5,45,61,20,0,0,0,0,0,0,1,45,1,61,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
53,4767895,6,6,204,570,34,34,34,0,95,95,95,0,162.3357897,2.516833949,433445,644327.1888,1813686,1,2074416,414883.2,568841.9526,1078306,1,1813835,362767,811088.3809,1813686,1,0,0,0,0,120,120,1.258416974,1.258416974,34,95,62.15384615,31.65134582,1001.807692,0,0,0,0,0,0,0,0,1,67.33333333,34,95,120,0,0,0,0,0,0,6,204,6,570,-1,-1,5,20,0,0,0,0,0,0,0,0,BENIGN
53,203,2,2,162,262,81,81,81,0,131,131,131,0,2088669.951,19704.4335,67.66666667,112.0104162,197,2,2,2,0,2,2,4,4,0,4,4,0,0,0,0,40,40,9852.216749,9852.216749,81,131,101,27.38612788,750,0,0,0,0,0,0,0,0,1,126.25,81,131,40,0,0,0,0,0,0,2,162,2,262,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,142,2,2,68,100,34,34,34,0,50,50,50,0,1183098.592,28169.01408,47.33333333,75.92320682,135,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,14084.50704,14084.50704,34,50,40.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,50.5,34,50,40,0,0,0,0,0,0,2,68,2,100,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,240,2,2,142,242,71,71,71,0,121,121,121,0,1600000,16666.66667,80,97.04122835,189,3,48,48,0,48,48,3,3,0,3,3,0,0,0,0,40,40,8333.333333,8333.333333,71,121,91,27.38612788,750,0,0,0,0,0,0,0,0,1,113.75,71,121,40,0,0,0,0,0,0,2,142,2,242,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,4825367,6,6,216,582,36,36,36,0,97,97,97,0,165.3760222,2.486857476,438669.7273,649552.3736,1813669,1,2131951,426390.2,583914.4351,1078347,3,1813835,362767,811078.878,1813669,1,0,0,0,0,120,120,1.243428738,1.243428738,36,97,64.15384615,31.65134582,1001.807692,0,0,0,0,0,0,0,0,1,69.5,36,97,120,0,0,0,0,0,0,6,216,6,582,-1,-1,5,20,0,0,0,0,0,0,0,0,BENIGN
53,157,2,2,64,96,32,32,32,0,48,48,48,0,1019108.28,25477.70701,52.33333333,84.58329228,150,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,12738.8535,12738.8535,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48,32,48,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
53,23687,2,2,68,100,34,34,34,0,50,50,50,0,7092.497995,168.8689999,7895.666667,13670.49967,23681,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,84.43449994,84.43449994,34,50,40.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,50.5,34,50,40,0,0,0,0,0,0,2,68,2,100,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
389,126,2,2,414,326,207,207,207,0,163,163,163,0,5873015.873,31746.03175,42,65.81793069,118,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,40,40,15873.01587,15873.01587,163,207,189.4,24.09979253,580.8,0,0,0,0,0,0,0,0,1,236.75,207,163,40,0,0,0,0,0,0,2,414,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
389,164,2,2,412,326,206,206,206,0,163,163,163,0,4500000,24390.2439,54.66666667,54.30776495,112,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,40,40,12195.12195,12195.12195,163,206,188.8,23.55206997,554.7,0,0,0,0,0,0,0,0,1,236,206,163,40,0,0,0,0,0,0,2,412,2,326,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
